*Time,*Loop,*Phase,*Blockloop,*PowerMode,*Send_CMD,*Receive_CMD
2023/12/01 11:35:18:3503,0,A-1,0,NULL,FA 52 01 05 01,FA 01 04 01 5C 0D 0A
2023/12/01 11:35:18:3816,,,,NULL,FA 52 03 05 01,FA 03 04 01 60 0D 0A
2023/12/01 11:35:18:3881,,,,NULL,FA 52 02 05 01,FA 02 04 01 10 0D 0A
