*Time,*Loop,*Phase,*Blockloop,*PowerMode,*Send_CMD,*Receive_CMD
2023/12/27 11:49:02:0356,,,,NULL,FA 52 02 06 01,
2023/12/27 11:49:02:3574,0,A-1,1,NULL,FA 52 03 06 01,
2023/12/27 11:49:03:3148,,,,NULL,FA 52 01 04 01,
2023/12/27 11:49:03:6250,,,,NULL,FA 52 02 04 01,
2023/12/27 11:49:03:9352,,,,NULL,FA 52 03 04 01,
2023/12/27 11:49:05:0438,,,,NULL,FA 52 01 06 01,
2023/12/27 11:49:05:3694,,,,NULL,FA 52 02 06 01,
2023/12/27 11:49:05:6905,0,A-1,1,NULL,FA 52 03 06 01,
2023/12/27 11:49:06:6731,,,,NULL,FA 52 01 04 01,
2023/12/27 11:49:06:9998,,,,NULL,FA 52 02 04 01,
2023/12/27 11:49:07:3342,,,,NULL,FA 52 03 04 01,
2023/12/27 11:49:08:5288,,,,NULL,FA 52 01 06 01,
2023/12/27 11:49:08:8616,,,,NULL,FA 52 02 06 01,
2023/12/27 11:49:09:1900,0,A-1,1,NULL,FA 52 03 06 01,
2023/12/27 11:49:10:0390,,,,NULL,FA 52 01 04 01,
2023/12/27 11:49:10:3605,,,,NULL,FA 52 02 04 01,
2023/12/27 11:49:10:6958,,,,NULL,FA 52 03 04 01,
2023/12/27 11:49:11:8711,,,,NULL,FA 52 01 06 01,
2023/12/27 11:49:12:1930,,,,NULL,FA 52 02 06 01,
2023/12/27 11:49:12:5361,0,A-1,1,NULL,FA 52 03 06 01,
2023/12/27 11:49:13:4378,,,,NULL,FA 52 01 04 01,
2023/12/27 11:49:13:7917,,,,NULL,FA 52 02 04 01,
2023/12/27 11:49:14:1030,,,,NULL,FA 52 03 04 01,
2023/12/27 11:49:15:2876,,,,NULL,FA 52 01 06 01,
2023/12/27 11:49:15:6140,,,,NULL,FA 52 02 06 01,
2023/12/27 11:49:15:9473,0,A-1,1,NULL,FA 52 03 06 01,
2023/12/27 11:49:16:8176,,,,NULL,FA 52 01 04 01,
2023/12/27 11:49:17:1398,,,,NULL,FA 52 02 04 01,
2023/12/27 11:49:17:4738,,,,NULL,FA 52 03 04 01,
2023/12/27 11:49:18:6727,,,,NULL,FA 52 01 06 01,
2023/12/27 11:49:19:0058,,,,NULL,FA 52 02 06 01,
2023/12/27 11:49:19:3418,0,A-1,1,NULL,FA 52 03 06 01,
2023/12/27 11:49:20:1806,,,,NULL,FA 52 01 04 01,
2023/12/27 11:49:20:5240,,,,NULL,FA 52 02 04 01,
2023/12/27 11:49:20:8568,,,,NULL,FA 52 03 04 01,
2023/12/27 11:49:22:1369,,,,NULL,FA 52 01 06 01,
2023/12/27 11:49:22:4824,,,,NULL,FA 52 02 06 01,
2023/12/27 11:49:22:8264,0,A-1,1,NULL,FA 52 03 06 01,
2023/12/27 11:49:23:6143,,,,NULL,FA 52 01 04 01,
2023/12/27 11:49:23:9586,,,,NULL,FA 52 02 04 01,
2023/12/27 11:49:24:2630,,,,NULL,FA 52 03 04 01,
2023/12/27 11:49:25:3341,,,,NULL,FA 52 01 06 01,
2023/12/27 11:49:25:6452,,,,NULL,FA 52 02 06 01,
2023/12/27 11:49:25:9787,0,A-1,1,NULL,FA 52 03 06 01,
2023/12/27 11:49:26:9282,,,,NULL,FA 52 01 04 01,
2023/12/27 11:49:27:2433,,,,NULL,FA 52 02 04 01,
2023/12/27 11:49:27:5657,,,,NULL,FA 52 03 04 01,
2023/12/27 11:49:28:6381,,,,NULL,FA 52 01 06 01,
2023/12/27 11:49:28:9529,,,,NULL,FA 52 02 06 01,
2023/12/27 11:49:29:2751,0,A-1,1,NULL,FA 52 03 06 01,
2023/12/27 11:49:30:2883,,,,NULL,FA 52 01 04 01,
2023/12/27 11:49:30:6092,,,,NULL,FA 52 02 04 01,
2023/12/27 11:49:30:9222,,,,NULL,FA 52 03 04 01,
2023/12/27 11:49:31:9794,,,,NULL,FA 52 01 06 01,
2023/12/27 11:49:32:3004,,,,NULL,FA 52 02 06 01,
2023/12/27 11:49:32:6326,0,A-1,1,NULL,FA 52 03 06 01,
2023/12/27 11:49:33:6678,,,,NULL,FA 52 01 04 01,
2023/12/27 11:49:33:9903,,,,NULL,FA 52 02 04 01,
2023/12/27 11:49:34:3121,,,,NULL,FA 52 03 04 01,
2023/12/27 11:49:35:3862,,,,NULL,FA 52 01 06 01,
2023/12/27 11:49:35:7073,,,,NULL,FA 52 02 06 01,
2023/12/27 11:49:36:0394,0,A-1,1,NULL,FA 52 03 06 01,
2023/12/27 11:49:37:0407,,,,NULL,FA 52 01 04 01,
2023/12/27 11:49:37:3531,,,,NULL,FA 52 02 04 01,
2023/12/27 11:49:37:6689,,,,NULL,FA 52 03 04 01,
2023/12/27 11:49:38:7881,,,,NULL,FA 52 01 06 01,
2023/12/27 11:49:39:1092,,,,NULL,FA 52 02 06 01,
2023/12/27 11:49:39:4413,0,A-1,1,NULL,FA 52 03 06 01,
2023/12/27 11:49:40:4217,,,,NULL,FA 52 01 04 01,
2023/12/27 11:49:40:7432,,,,NULL,FA 52 02 04 01,
2023/12/27 11:49:41:0814,,,,NULL,FA 52 03 04 01,
2023/12/27 11:49:42:1851,,,,NULL,FA 52 01 06 01,
2023/12/27 11:49:42:5190,,,,NULL,FA 52 02 06 01,
2023/12/27 11:49:42:8430,0,A-1,1,NULL,FA 52 03 06 01,
2023/12/27 11:49:43:8006,,,,NULL,FA 52 01 04 01,
2023/12/27 11:49:44:1326,,,,NULL,FA 52 02 04 01,
2023/12/27 11:49:44:4559,,,,NULL,FA 52 03 04 01,
2023/12/27 11:49:45:5957,,,,NULL,FA 52 01 06 01,
2023/12/27 11:49:45:9170,,,,NULL,FA 52 02 06 01,
2023/12/27 11:49:46:2599,0,A-1,1,NULL,FA 52 03 06 01,
2023/12/27 11:49:47:1855,,,,NULL,FA 52 01 04 01,
2023/12/27 11:49:47:4956,,,,NULL,FA 52 02 04 01,
2023/12/27 11:49:47:8180,,,,NULL,FA 52 03 04 01,
2023/12/27 11:49:49:0874,,,,NULL,FA 52 01 06 01,
2023/12/27 11:49:49:4095,,,,NULL,FA 52 02 06 01,
2023/12/27 11:49:49:7426,0,A-1,1,NULL,FA 52 03 06 01,
2023/12/27 11:49:50:5479,,,,NULL,FA 52 01 04 01,
2023/12/27 11:49:50:8809,,,,NULL,FA 52 02 04 01,
2023/12/27 11:49:51:2277,,,,NULL,FA 52 03 04 01,
2023/12/27 11:49:52:4279,,,,NULL,FA 52 01 06 01,
2023/12/27 11:49:52:7607,,,,NULL,FA 52 02 06 01,
2023/12/27 11:49:53:1055,0,A-1,1,NULL,FA 52 03 06 01,
2023/12/27 11:49:53:9334,,,,NULL,FA 52 01 04 01,
2023/12/27 11:49:54:2655,,,,NULL,FA 52 02 04 01,
2023/12/27 11:49:54:6004,,,,NULL,FA 52 03 04 01,
2023/12/27 11:49:55:8248,,,,NULL,FA 52 01 06 01,
2023/12/27 11:49:56:1694,,,,NULL,FA 52 02 06 01,
2023/12/27 11:49:56:4915,0,A-1,1,NULL,FA 52 03 06 01,
2023/12/27 11:49:57:3103,,,,NULL,FA 52 01 04 01,
2023/12/27 11:49:57:6424,,,,NULL,FA 52 02 04 01,
2023/12/27 11:49:57:9895,,,,NULL,FA 52 03 04 01,
2023/12/27 11:49:59:1285,,,,NULL,FA 52 01 06 01,
2023/12/27 11:49:59:4378,,,,NULL,FA 52 02 06 01,
2023/12/27 11:49:59:7588,0,A-1,1,NULL,FA 52 03 06 01,
2023/12/27 11:50:00:6394,,,,NULL,FA 52 01 04 01,
2023/12/27 11:50:00:9622,,,,NULL,FA 52 02 04 01,
2023/12/27 11:50:01:2719,,,,NULL,FA 52 03 04 01,
2023/12/27 11:50:02:2996,,,,NULL,FA 52 01 06 01,
2023/12/27 11:50:02:6250,,,,NULL,FA 52 02 06 01,
2023/12/27 11:50:02:9599,0,A-1,1,NULL,FA 52 03 06 01,
2023/12/27 11:51:03:3453,,,,NULL,FA 57 00 02 01,
2023/12/27 11:51:08:3750,,,,NULL,FA 52 02 04 01,
2023/12/27 11:51:08:7102,,,,NULL,FA 52 03 04 01,
2023/12/27 11:51:09:9400,,,,NULL,FA 52 01 06 01,
2023/12/27 11:51:10:2758,,,,NULL,FA 52 02 06 01,
2023/12/27 11:51:10:6018,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/27 11:51:11:7127,,,,NULL,FA 52 01 04 01,
2023/12/27 11:51:12:0558,,,,NULL,FA 52 02 04 01,
2023/12/27 11:51:12:3989,,,,NULL,FA 52 03 04 01,
2023/12/27 11:51:13:5410,,,,NULL,FA 52 01 06 01,
2023/12/27 11:51:13:8539,,,,NULL,FA 52 02 06 01,
2023/12/27 11:51:14:1971,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/27 11:51:15:1022,,,,NULL,FA 52 01 04 01,
2023/12/27 11:51:15:4341,,,,NULL,FA 52 02 04 01,
2023/12/27 11:51:15:7665,,,,NULL,FA 52 03 04 01,
2023/12/27 11:51:17:0021,,,,NULL,FA 52 01 06 01,
2023/12/27 11:51:17:3265,,,,NULL,FA 52 02 06 01,
2023/12/27 11:51:17:6594,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/27 11:51:18:4633,,,,NULL,FA 52 01 04 01,
2023/12/27 11:51:18:7964,,,,NULL,FA 52 02 04 01,
2023/12/27 11:51:19:1174,,,,NULL,FA 52 03 04 01,
2023/12/27 11:51:20:2914,,,,NULL,FA 52 01 06 01,
2023/12/27 11:51:20:6345,,,,NULL,FA 52 02 06 01,
2023/12/27 11:51:20:9558,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/27 11:51:21:8280,,,,NULL,FA 52 01 04 01,
2023/12/27 11:51:22:1507,,,,NULL,FA 52 02 04 01,
2023/12/27 11:51:22:4734,,,,NULL,FA 52 03 04 01,
2023/12/27 11:51:23:7614,,,,NULL,FA 52 01 06 01,
2023/12/27 11:51:24:0941,,,,NULL,FA 52 02 06 01,
2023/12/27 11:51:24:4481,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/27 11:51:25:2211,,,,NULL,FA 52 01 04 01,
2023/12/27 11:51:25:5432,,,,NULL,FA 52 02 04 01,
2023/12/27 11:51:25:8767,,,,NULL,FA 52 03 04 01,
2023/12/27 11:51:27:1818,,,,NULL,FA 52 01 06 01,
2023/12/27 11:51:27:5169,,,,NULL,FA 52 02 06 01,
2023/12/27 11:51:27:8511,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/27 11:51:28:6042,,,,NULL,FA 52 01 04 01,
2023/12/27 11:51:28:9633,,,,NULL,FA 52 02 04 01,
2023/12/27 11:51:29:3090,,,,NULL,FA 52 03 04 01,
2023/12/27 11:51:30:4561,,,,NULL,FA 52 01 06 01,
2023/12/27 11:51:30:7682,,,,NULL,FA 52 02 06 01,
2023/12/27 11:51:31:1003,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/27 11:51:31:9701,,,,NULL,FA 52 01 04 01,
2023/12/27 11:51:32:2815,,,,NULL,FA 52 02 04 01,
2023/12/27 11:51:32:6034,,,,NULL,FA 52 03 04 01,
2023/12/27 11:51:33:6396,,,,NULL,FA 52 01 06 01,
2023/12/27 11:51:33:9618,,,,NULL,FA 52 02 06 01,
2023/12/27 11:51:34:2940,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/27 11:51:35:3510,,,,NULL,FA 52 01 04 01,
2023/12/27 11:51:35:6834,,,,NULL,FA 52 02 04 01,
2023/12/27 11:51:36:0061,,,,NULL,FA 52 03 04 01,
2023/12/27 11:51:37:0552,,,,NULL,FA 52 01 06 01,
2023/12/27 11:51:37:3705,,,,NULL,FA 52 02 06 01,
2023/12/27 11:51:37:7026,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/27 11:51:38:7181,,,,NULL,FA 52 01 04 01,
2023/12/27 11:51:39:0400,,,,NULL,FA 52 02 04 01,
2023/12/27 11:51:39:3777,,,,NULL,FA 52 03 04 01,
2023/12/27 11:51:40:4193,,,,NULL,FA 52 01 06 01,
2023/12/27 11:51:40:7531,,,,NULL,FA 52 02 06 01,
2023/12/27 11:51:41:0738,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/27 11:51:42:0879,,,,NULL,FA 52 01 04 01,
2023/12/27 11:51:42:3980,,,,NULL,FA 52 02 04 01,
2023/12/27 11:51:42:7443,,,,NULL,FA 52 03 04 01,
2023/12/27 11:51:43:8454,,,,NULL,FA 52 01 06 01,
2023/12/27 11:51:44:1773,,,,NULL,FA 52 02 06 01,
2023/12/27 11:51:44:4994,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/27 11:51:45:4484,,,,NULL,FA 52 01 04 01,
2023/12/27 11:51:45:7700,,,,NULL,FA 52 02 04 01,
2023/12/27 11:51:46:1061,,,,NULL,FA 52 03 04 01,
2023/12/27 11:51:47:2244,,,,NULL,FA 52 01 06 01,
2023/12/27 11:51:47:5360,,,,NULL,FA 52 02 06 01,
2023/12/27 11:51:47:8796,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/27 11:51:48:8266,,,,NULL,FA 52 01 04 01,
2023/12/27 11:51:49:1698,,,,NULL,FA 52 02 04 01,
2023/12/27 11:51:49:5139,,,,NULL,FA 52 03 04 01,
2023/12/27 11:51:50:6790,,,,NULL,FA 52 01 06 01,
2023/12/27 11:51:51:0028,,,,NULL,FA 52 02 06 01,
2023/12/27 11:51:51:3468,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/27 11:51:52:2167,,,,NULL,FA 52 01 04 01,
2023/12/27 11:51:52:5673,,,,NULL,FA 52 02 04 01,
2023/12/27 11:51:52:8899,,,,NULL,FA 52 03 04 01,
2023/12/27 11:51:54:0441,,,,NULL,FA 52 01 06 01,
2023/12/27 11:51:54:3687,,,,NULL,FA 52 02 06 01,
2023/12/27 11:51:54:7130,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/27 11:51:55:5936,,,,NULL,FA 52 01 04 01,
2023/12/27 11:51:55:9257,,,,NULL,FA 52 02 04 01,
2023/12/27 11:51:56:2500,,,,NULL,FA 52 03 04 01,
2023/12/27 11:51:57:4505,,,,NULL,FA 52 01 06 01,
2023/12/27 11:51:57:7966,,,,NULL,FA 52 02 06 01,
2023/12/27 11:51:58:1177,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/27 11:51:58:9764,,,,NULL,FA 52 01 04 01,
2023/12/27 11:51:59:3198,,,,NULL,FA 52 02 04 01,
2023/12/27 11:51:59:6446,,,,NULL,FA 52 03 04 01,
2023/12/27 11:52:00:8286,,,,NULL,FA 52 01 06 01,
2023/12/27 11:52:01:1725,,,,NULL,FA 52 02 06 01,
2023/12/27 11:52:01:5155,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/27 11:52:02:3763,,,,NULL,FA 52 01 04 01,
2023/12/27 11:52:02:7091,,,,NULL,FA 52 02 04 01,
2023/12/27 11:52:03:0522,,,,NULL,FA 52 03 04 01,
2023/12/27 11:52:04:3088,,,,NULL,FA 52 01 06 01,
2023/12/27 11:52:04:6309,,,,NULL,FA 52 02 06 01,
2023/12/27 11:52:04:9532,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/27 11:52:05:7021,,,,NULL,FA 52 01 04 01,
2023/12/27 11:52:06:0232,,,,NULL,FA 52 02 04 01,
2023/12/27 11:52:06:3363,,,,NULL,FA 52 03 04 01,
2023/12/27 11:52:07:3423,,,,NULL,FA 52 01 06 01,
2023/12/27 11:52:07:6929,,,,NULL,FA 52 02 06 01,
2023/12/27 11:52:08:0040,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/27 11:52:09:0604,,,,NULL,FA 52 01 04 01,
2023/12/27 11:52:09:4078,,,,NULL,FA 52 02 04 01,
2023/12/27 11:52:09:7297,,,,NULL,FA 52 03 04 01,
2023/12/27 11:52:10:8084,,,,NULL,FA 52 01 06 01,
2023/12/27 11:52:11:1426,,,,NULL,FA 52 02 06 01,
2023/12/27 11:52:11:4647,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/27 11:52:12:4222,,,,NULL,FA 52 01 04 01,
2023/12/27 11:52:12:7464,,,,NULL,FA 52 02 04 01,
2023/12/27 11:52:13:0894,,,,NULL,FA 52 03 04 01,
2023/12/27 11:52:14:1926,,,,NULL,FA 52 01 06 01,
2023/12/27 11:52:14:5256,,,,NULL,FA 52 02 06 01,
2023/12/27 11:52:14:8468,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/27 11:52:15:8068,,,,NULL,FA 52 01 04 01,
2023/12/27 11:52:16:1292,,,,NULL,FA 52 02 04 01,
2023/12/27 11:52:16:4504,,,,NULL,FA 52 03 04 01,
2023/12/27 11:52:17:5425,,,,NULL,FA 52 01 06 01,
2023/12/27 11:52:17:8637,,,,NULL,FA 52 02 06 01,
2023/12/27 11:52:18:2077,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/27 11:52:19:1761,,,,NULL,FA 52 01 04 01,
2023/12/27 11:52:19:4859,,,,NULL,FA 52 02 04 01,
2023/12/27 11:52:19:8080,,,,NULL,FA 52 03 04 01,
2023/12/27 11:52:20:8902,,,,NULL,FA 52 01 06 01,
2023/12/27 11:52:21:2373,,,,NULL,FA 52 02 06 01,
2023/12/27 11:52:21:5813,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/27 11:52:22:5607,,,,NULL,FA 52 01 04 01,
2023/12/27 11:52:22:8837,,,,NULL,FA 52 02 04 01,
2023/12/27 11:52:23:2168,,,,NULL,FA 52 03 04 01,
2023/12/27 11:52:24:3732,,,,NULL,FA 52 01 06 01,
2023/12/27 11:52:24:7092,,,,NULL,FA 52 02 06 01,
2023/12/27 11:52:25:0309,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/27 11:52:25:9336,,,,NULL,FA 52 01 04 01,
2023/12/27 11:52:26:2670,,,,NULL,FA 52 02 04 01,
2023/12/27 11:52:26:6002,,,,NULL,FA 52 03 04 01,
2023/12/27 11:52:27:8055,,,,NULL,FA 52 01 06 01,
2023/12/27 11:52:28:1513,,,,NULL,FA 52 02 06 01,
2023/12/27 11:52:28:4727,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/27 11:52:29:3009,,,,NULL,FA 52 01 04 01,
2023/12/27 11:52:29:6179,,,,NULL,FA 52 02 04 01,
2023/12/27 11:52:29:9518,,,,NULL,FA 52 03 04 01,
2023/12/27 11:52:31:1985,,,,NULL,FA 52 01 06 01,
2023/12/27 11:52:31:5429,,,,NULL,FA 52 02 06 01,
2023/12/27 11:52:31:8761,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/27 11:52:32:6824,,,,NULL,FA 52 01 04 01,
2023/12/27 11:52:32:9952,,,,NULL,FA 52 02 04 01,
2023/12/27 11:52:33:3278,,,,NULL,FA 52 03 04 01,
2023/12/27 11:52:34:5865,,,,NULL,FA 52 01 06 01,
2023/12/27 11:52:34:9313,,,,NULL,FA 52 02 06 01,
2023/12/27 11:52:35:2529,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/27 11:52:36:0485,,,,NULL,FA 52 01 04 01,
2023/12/27 11:52:36:3629,,,,NULL,FA 52 02 04 01,
2023/12/27 11:52:36:6956,,,,NULL,FA 52 03 04 01,
2023/12/27 11:52:38:0428,,,,NULL,FA 52 01 06 01,
2023/12/27 11:52:38:3753,,,,NULL,FA 52 02 06 01,
2023/12/27 11:52:38:7078,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/27 11:52:39:4191,,,,NULL,FA 52 01 04 01,
2023/12/27 11:52:39:7418,,,,NULL,FA 52 02 04 01,
2023/12/27 11:52:40:0678,,,,NULL,FA 52 03 04 01,
2023/12/27 11:52:41:1194,,,,NULL,FA 52 01 06 01,
2023/12/27 11:52:41:4295,,,,NULL,FA 52 02 06 01,
2023/12/27 11:52:41:7506,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/27 11:52:42:7746,,,,NULL,FA 52 01 04 01,
2023/12/27 11:52:43:0847,,,,NULL,FA 52 02 04 01,
2023/12/27 11:52:43:4182,,,,NULL,FA 52 03 04 01,
2023/12/27 11:52:44:5024,,,,NULL,FA 52 01 06 01,
2023/12/27 11:52:44:8126,,,,NULL,FA 52 02 06 01,
2023/12/27 11:52:45:1337,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/27 11:52:46:1164,,,,NULL,FA 52 01 04 01,
2023/12/27 11:52:46:4733,,,,NULL,FA 52 02 04 01,
2023/12/27 11:52:46:7853,,,,NULL,FA 52 03 04 01,
2023/12/27 11:52:47:9174,,,,NULL,FA 52 01 06 01,
2023/12/27 11:52:48:2395,,,,NULL,FA 52 02 06 01,
2023/12/27 11:52:48:5988,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/27 11:52:49:5483,,,,NULL,FA 52 01 04 01,
2023/12/27 11:52:49:8720,,,,NULL,FA 52 02 04 01,
2023/12/27 11:52:50:1942,,,,NULL,FA 52 03 04 01,
2023/12/27 11:52:51:2744,,,,NULL,FA 52 01 06 01,
2023/12/27 11:52:51:6178,,,,NULL,FA 52 02 06 01,
2023/12/27 11:52:51:9484,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/27 11:52:52:9059,,,,NULL,FA 52 01 04 01,
2023/12/27 11:52:53:2330,,,,NULL,FA 52 02 04 01,
2023/12/27 11:52:53:5652,,,,NULL,FA 52 03 04 01,
2023/12/27 11:52:54:7300,,,,NULL,FA 52 01 06 01,
2023/12/27 11:52:55:0626,,,,NULL,FA 52 02 06 01,
2023/12/27 11:52:55:3863,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/27 11:52:56:2669,,,,NULL,FA 52 01 04 01,
2023/12/27 11:52:56:5886,,,,NULL,FA 52 02 04 01,
2023/12/27 11:52:56:9210,,,,NULL,FA 52 03 04 01,
2023/12/27 11:52:58:0587,,,,NULL,FA 52 01 06 01,
2023/12/27 11:52:58:3734,,,,NULL,FA 52 02 06 01,
2023/12/27 11:52:58:6959,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/27 11:52:59:6439,,,,NULL,FA 52 01 04 01,
2023/12/27 11:52:59:9560,,,,NULL,FA 52 02 04 01,
2023/12/27 11:53:00:2951,,,,NULL,FA 52 03 04 01,
2023/12/27 11:53:01:4619,,,,NULL,FA 52 01 06 01,
2023/12/27 11:53:01:8053,,,,NULL,FA 52 02 06 01,
2023/12/27 11:53:02:1151,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/27 11:53:02:9956,,,,NULL,FA 52 01 04 01,
2023/12/27 11:53:03:3167,,,,NULL,FA 52 02 04 01,
2023/12/27 11:53:03:6490,,,,NULL,FA 52 03 04 01,
2023/12/27 11:53:04:8406,,,,NULL,FA 52 01 06 01,
2023/12/27 11:53:05:1856,,,,NULL,FA 52 02 06 01,
2023/12/27 11:53:05:5179,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/27 11:53:06:3685,,,,NULL,FA 52 01 04 01,
2023/12/27 11:53:06:7015,,,,NULL,FA 52 02 04 01,
2023/12/27 11:53:07:0460,,,,NULL,FA 52 03 04 01,
2023/12/27 11:53:08:3142,,,,NULL,FA 52 01 06 01,
2023/12/27 11:53:08:6745,,,,NULL,FA 52 02 06 01,
2023/12/27 11:53:09:0294,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/27 11:53:09:7792,,,,NULL,FA 52 01 04 01,
2023/12/27 11:53:10:1113,,,,NULL,FA 52 02 04 01,
2023/12/27 11:53:10:4615,,,,NULL,FA 52 03 04 01,
2023/12/27 11:53:11:7862,,,,NULL,FA 52 01 06 01,
2023/12/27 11:53:12:1161,,,,NULL,FA 52 02 06 01,
2023/12/27 11:53:12:4494,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/27 11:53:13:1577,,,,NULL,FA 52 01 04 01,
2023/12/27 11:53:13:4954,,,,NULL,FA 52 02 04 01,
2023/12/27 11:53:13:8195,,,,NULL,FA 52 03 04 01,
2023/12/27 11:53:15:0610,,,,NULL,FA 52 01 06 01,
2023/12/27 11:53:15:3949,,,,NULL,FA 52 02 06 01,
2023/12/27 11:53:15:7050,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/27 11:53:16:4890,,,,NULL,FA 52 01 04 01,
2023/12/27 11:53:16:8026,,,,NULL,FA 52 02 04 01,
2023/12/27 11:53:17:1237,,,,NULL,FA 52 03 04 01,
2023/12/27 11:53:18:1621,,,,NULL,FA 52 01 06 01,
2023/12/27 11:53:18:4721,,,,NULL,FA 52 02 06 01,
2023/12/27 11:53:18:7943,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/27 11:53:19:8724,,,,NULL,FA 52 01 04 01,
2023/12/27 11:53:20:1967,,,,NULL,FA 52 02 04 01,
2023/12/27 11:53:20:5297,,,,NULL,FA 52 03 04 01,
2023/12/27 11:53:21:5914,,,,NULL,FA 52 01 06 01,
2023/12/27 11:53:21:9137,,,,NULL,FA 52 02 06 01,
2023/12/27 11:53:22:2606,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/27 11:53:23:2509,,,,NULL,FA 52 01 04 01,
2023/12/27 11:53:23:5741,,,,NULL,FA 52 02 04 01,
2023/12/27 11:53:23:8971,,,,NULL,FA 52 03 04 01,
2023/12/27 11:53:24:9714,,,,NULL,FA 52 01 06 01,
2023/12/27 11:53:25:2844,,,,NULL,FA 52 02 06 01,
2023/12/27 11:53:25:6068,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/27 11:53:26:6110,,,,NULL,FA 52 01 04 01,
2023/12/27 11:53:26:9440,,,,NULL,FA 52 02 04 01,
2023/12/27 11:53:27:2551,,,,NULL,FA 52 03 04 01,
2023/12/27 11:53:28:3574,,,,NULL,FA 52 01 06 01,
2023/12/27 11:53:28:6943,,,,NULL,FA 52 02 06 01,
2023/12/27 11:53:29:0116,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/27 11:53:29:9811,,,,NULL,FA 52 01 04 01,
2023/12/27 11:53:30:3036,,,,NULL,FA 52 02 04 01,
2023/12/27 11:53:30:6360,,,,NULL,FA 52 03 04 01,
2023/12/27 11:53:31:7834,,,,NULL,FA 52 01 06 01,
2023/12/27 11:53:32:1155,,,,NULL,FA 52 02 06 01,
2023/12/27 11:53:32:4399,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/27 11:53:33:3435,,,,NULL,FA 52 01 04 01,
2023/12/27 11:53:33:6780,,,,NULL,FA 52 02 04 01,
2023/12/27 11:53:33:9995,,,,NULL,FA 52 03 04 01,
2023/12/27 11:53:35:1586,,,,NULL,FA 52 01 06 01,
2023/12/27 11:53:35:4955,,,,NULL,FA 52 02 06 01,
2023/12/27 11:53:35:8297,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/27 11:53:36:7107,,,,NULL,FA 52 01 04 01,
2023/12/27 11:53:37:0553,,,,NULL,FA 52 02 04 01,
2023/12/27 11:53:37:3911,,,,NULL,FA 52 03 04 01,
2023/12/27 11:53:38:5812,,,,NULL,FA 52 01 06 01,
2023/12/27 11:53:38:9261,,,,NULL,FA 52 02 06 01,
2023/12/27 11:53:39:2605,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/27 11:53:40:1000,,,,NULL,FA 52 01 04 01,
2023/12/27 11:53:40:4213,,,,NULL,FA 52 02 04 01,
2023/12/27 11:53:40:7565,,,,NULL,FA 52 03 04 01,
2023/12/27 11:53:41:9492,,,,NULL,FA 52 01 06 01,
2023/12/27 11:53:42:2823,,,,NULL,FA 52 02 06 01,
2023/12/27 11:53:42:6034,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/27 11:53:43:4422,,,,NULL,FA 52 01 04 01,
2023/12/27 11:53:43:7852,,,,NULL,FA 52 02 04 01,
2023/12/27 11:53:44:1195,,,,NULL,FA 52 03 04 01,
