*Time,*Loop,*Phase,*Blockloop,*PowerMode,*Send_CMD,*Receive_CMD
2023/12/29 11:12:13:5947,,,,NULL,FA 52 01 04 01,
2023/12/29 11:12:13:6475,,,,NULL,FA 52 02 04 01,
2023/12/29 11:12:13:7486,,,,NULL,FA 52 03 04 01,
2023/12/29 11:12:14:2367,,,,NULL,FA 52 01 06 01,
2023/12/29 11:12:14:3483,,,,NULL,FA 52 02 06 01,
2023/12/29 11:12:14:4582,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:12:16:6954,,,,NULL,FA 52 01 04 01,
2023/12/29 11:12:16:8177,,,,NULL,FA 52 02 04 01,
2023/12/29 11:12:16:9288,,,,NULL,FA 52 03 04 01,
2023/12/29 11:12:17:4219,,,,NULL,FA 52 01 06 01,
2023/12/29 11:12:17:5360,,,,NULL,FA 52 02 06 01,
2023/12/29 11:12:17:6468,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:12:19:8578,,,,NULL,FA 52 01 04 01,
2023/12/29 11:12:19:9936,,,,NULL,FA 52 02 04 01,
2023/12/29 11:12:20:1059,,,,NULL,FA 52 03 04 01,
2023/12/29 11:12:20:7946,,,,NULL,FA 52 01 06 01,
2023/12/29 11:12:20:9205,,,,NULL,FA 52 02 06 01,
2023/12/29 11:12:21:0339,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:12:23:0349,,,,NULL,FA 52 01 04 01,
2023/12/29 11:12:23:1479,,,,NULL,FA 52 02 04 01,
2023/12/29 11:12:23:2597,,,,NULL,FA 52 03 04 01,
2023/12/29 11:12:24:0240,,,,NULL,FA 52 01 06 01,
2023/12/29 11:12:24:1360,,,,NULL,FA 52 02 06 01,
2023/12/29 11:12:24:2592,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:12:26:2139,,,,NULL,FA 52 01 04 01,
2023/12/29 11:12:26:3192,,,,NULL,FA 52 02 04 01,
2023/12/29 11:12:26:4487,,,,NULL,FA 52 03 04 01,
2023/12/29 11:12:27:1936,,,,NULL,FA 52 01 06 01,
2023/12/29 11:12:27:3068,,,,NULL,FA 52 02 06 01,
2023/12/29 11:12:27:4327,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:12:29:3579,,,,NULL,FA 52 01 04 01,
2023/12/29 11:12:29:4895,,,,NULL,FA 52 02 04 01,
2023/12/29 11:12:29:6019,,,,NULL,FA 52 03 04 01,
2023/12/29 11:12:30:3223,,,,NULL,FA 52 01 06 01,
2023/12/29 11:12:30:4341,,,,NULL,FA 52 02 06 01,
2023/12/29 11:12:30:5655,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:12:32:5598,,,,NULL,FA 52 01 04 01,
2023/12/29 11:12:32:8040,,,,NULL,FA 52 02 04 01,
2023/12/29 11:12:32:9694,,,,NULL,FA 52 03 04 01,
2023/12/29 11:12:33:7410,,,,NULL,FA 52 01 06 01,
2023/12/29 11:12:33:9060,,,,NULL,FA 52 02 06 01,
2023/12/29 11:12:34:0291,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:12:35:7584,,,,NULL,FA 52 01 04 01,
2023/12/29 11:12:35:8737,,,,NULL,FA 52 02 04 01,
2023/12/29 11:12:35:9847,,,,NULL,FA 52 03 04 01,
2023/12/29 11:12:36:7595,,,,NULL,FA 52 01 06 01,
2023/12/29 11:12:36:8824,,,,NULL,FA 52 02 06 01,
2023/12/29 11:12:37:0152,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:12:38:8537,,,,NULL,FA 52 01 04 01,
2023/12/29 11:12:38:9870,,,,NULL,FA 52 02 04 01,
2023/12/29 11:12:39:1204,,,,NULL,FA 52 03 04 01,
2023/12/29 11:12:39:9319,,,,NULL,FA 52 01 06 01,
2023/12/29 11:12:40:0537,,,,NULL,FA 52 02 06 01,
2023/12/29 11:12:40:1878,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:12:42:0224,,,,NULL,FA 52 01 04 01,
2023/12/29 11:12:42:1437,,,,NULL,FA 52 02 04 01,
2023/12/29 11:12:42:2631,,,,NULL,FA 52 03 04 01,
2023/12/29 11:12:43:0080,,,,NULL,FA 52 01 06 01,
2023/12/29 11:12:43:1287,,,,NULL,FA 52 02 06 01,
2023/12/29 11:12:43:2512,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:12:45:1946,,,,NULL,FA 52 01 04 01,
2023/12/29 11:12:45:3175,,,,NULL,FA 52 02 04 01,
2023/12/29 11:12:45:4507,,,,NULL,FA 52 03 04 01,
2023/12/29 11:12:45:9697,,,,NULL,FA 52 01 06 01,
2023/12/29 11:12:46:0951,,,,NULL,FA 52 02 06 01,
2023/12/29 11:12:46:2085,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:12:48:3469,,,,NULL,FA 52 01 04 01,
2023/12/29 11:12:48:4690,,,,NULL,FA 52 02 04 01,
2023/12/29 11:12:48:5700,,,,NULL,FA 52 03 04 01,
2023/12/29 11:12:49:1762,,,,NULL,FA 52 01 06 01,
2023/12/29 11:12:49:2960,,,,NULL,FA 52 02 06 01,
2023/12/29 11:12:49:4280,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:12:51:5095,,,,NULL,FA 52 01 04 01,
2023/12/29 11:12:51:6215,,,,NULL,FA 52 02 04 01,
2023/12/29 11:12:51:7339,,,,NULL,FA 52 03 04 01,
2023/12/29 11:12:52:1765,,,,NULL,FA 52 01 06 01,
2023/12/29 11:12:52:2870,,,,NULL,FA 52 02 06 01,
2023/12/29 11:12:52:4091,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:12:54:6632,,,,NULL,FA 52 01 04 01,
2023/12/29 11:12:54:7757,,,,NULL,FA 52 02 04 01,
2023/12/29 11:12:54:8847,,,,NULL,FA 52 03 04 01,
2023/12/29 11:12:55:5278,,,,NULL,FA 52 01 06 01,
2023/12/29 11:12:55:6519,,,,NULL,FA 52 02 06 01,
2023/12/29 11:12:55:7537,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:12:57:8000,,,,NULL,FA 52 01 04 01,
2023/12/29 11:12:57:9115,,,,NULL,FA 52 02 04 01,
2023/12/29 11:12:58:0339,,,,NULL,FA 52 03 04 01,
2023/12/29 11:12:58:6998,,,,NULL,FA 52 01 06 01,
2023/12/29 11:12:58:8078,,,,NULL,FA 52 02 06 01,
2023/12/29 11:12:58:9190,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:13:00:9858,,,,NULL,FA 52 01 04 01,
2023/12/29 11:13:01:0984,,,,NULL,FA 52 02 04 01,
2023/12/29 11:13:01:2212,,,,NULL,FA 52 03 04 01,
2023/12/29 11:13:01:9357,,,,NULL,FA 52 01 06 01,
2023/12/29 11:13:02:0573,,,,NULL,FA 52 02 06 01,
2023/12/29 11:13:02:1791,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:13:04:1322,,,,NULL,FA 52 01 04 01,
2023/12/29 11:13:04:2326,,,,NULL,FA 52 02 04 01,
2023/12/29 11:13:04:3463,,,,NULL,FA 52 03 04 01,
2023/12/29 11:13:05:0593,,,,NULL,FA 52 01 06 01,
2023/12/29 11:13:05:1844,,,,NULL,FA 52 02 06 01,
2023/12/29 11:13:05:3064,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:13:07:2888,,,,NULL,FA 52 01 04 01,
2023/12/29 11:13:07:4098,,,,NULL,FA 52 02 04 01,
2023/12/29 11:13:07:5519,,,,NULL,FA 52 03 04 01,
2023/12/29 11:13:08:2855,,,,NULL,FA 52 01 06 01,
2023/12/29 11:13:08:4087,,,,NULL,FA 52 02 06 01,
2023/12/29 11:13:08:5320,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:13:10:4641,,,,NULL,FA 52 01 04 01,
2023/12/29 11:13:10:5769,,,,NULL,FA 52 02 04 01,
2023/12/29 11:13:10:7209,,,,NULL,FA 52 03 04 01,
2023/12/29 11:13:11:4668,,,,NULL,FA 52 01 06 01,
2023/12/29 11:13:11:6001,,,,NULL,FA 52 02 06 01,
2023/12/29 11:13:11:7241,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:13:13:6273,,,,NULL,FA 52 01 04 01,
2023/12/29 11:13:13:7681,,,,NULL,FA 52 02 04 01,
2023/12/29 11:13:13:8776,,,,NULL,FA 52 03 04 01,
2023/12/29 11:13:14:6015,,,,NULL,FA 52 01 06 01,
2023/12/29 11:13:14:7393,,,,NULL,FA 52 02 06 01,
2023/12/29 11:13:14:8726,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:13:16:8278,,,,NULL,FA 52 01 04 01,
2023/12/29 11:13:16:9485,,,,NULL,FA 52 02 04 01,
2023/12/29 11:13:17:0790,,,,NULL,FA 52 03 04 01,
2023/12/29 11:13:17:8047,,,,NULL,FA 52 01 06 01,
2023/12/29 11:13:17:9191,,,,NULL,FA 52 02 06 01,
2023/12/29 11:13:18:0275,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:13:19:9834,,,,NULL,FA 52 01 04 01,
2023/12/29 11:13:20:1873,,,,NULL,FA 52 02 04 01,
2023/12/29 11:13:20:2915,,,,NULL,FA 52 03 04 01,
2023/12/29 11:13:20:7526,,,,NULL,FA 52 01 06 01,
2023/12/29 11:13:20:8869,,,,NULL,FA 52 02 06 01,
2023/12/29 11:13:21:0049,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:13:23:1571,,,,NULL,FA 52 01 04 01,
2023/12/29 11:13:23:2785,,,,NULL,FA 52 02 04 01,
2023/12/29 11:13:23:4002,,,,NULL,FA 52 03 04 01,
2023/12/29 11:13:23:9858,,,,NULL,FA 52 01 06 01,
2023/12/29 11:13:24:0976,,,,NULL,FA 52 02 06 01,
2023/12/29 11:13:24:2322,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:13:26:3115,,,,NULL,FA 52 01 04 01,
2023/12/29 11:13:26:4433,,,,NULL,FA 52 02 04 01,
2023/12/29 11:13:26:5564,,,,NULL,FA 52 03 04 01,
2023/12/29 11:13:27:1379,,,,NULL,FA 52 01 06 01,
2023/12/29 11:13:27:2392,,,,NULL,FA 52 02 06 01,
2023/12/29 11:13:27:3717,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:13:29:4775,,,,NULL,FA 52 01 04 01,
2023/12/29 11:13:29:5908,,,,NULL,FA 52 02 04 01,
2023/12/29 11:13:29:7125,,,,NULL,FA 52 03 04 01,
2023/12/29 11:13:30:3531,,,,NULL,FA 52 01 06 01,
2023/12/29 11:13:30:4641,,,,NULL,FA 52 02 06 01,
2023/12/29 11:13:30:5887,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:13:32:6489,,,,NULL,FA 52 01 04 01,
2023/12/29 11:13:32:7596,,,,NULL,FA 52 02 04 01,
2023/12/29 11:13:32:8802,,,,NULL,FA 52 03 04 01,
2023/12/29 11:13:33:5640,,,,NULL,FA 52 01 06 01,
2023/12/29 11:13:33:6931,,,,NULL,FA 52 02 06 01,
2023/12/29 11:13:33:8145,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:13:35:7982,,,,NULL,FA 52 01 04 01,
2023/12/29 11:13:35:9319,,,,NULL,FA 52 02 04 01,
2023/12/29 11:13:36:0515,,,,NULL,FA 52 03 04 01,
2023/12/29 11:13:36:7340,,,,NULL,FA 52 01 06 01,
2023/12/29 11:13:36:8639,,,,NULL,FA 52 02 06 01,
2023/12/29 11:13:36:9830,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:13:38:9942,,,,NULL,FA 52 01 04 01,
2023/12/29 11:13:39:1044,,,,NULL,FA 52 02 04 01,
2023/12/29 11:13:39:2263,,,,NULL,FA 52 03 04 01,
2023/12/29 11:13:39:9994,,,,NULL,FA 52 01 06 01,
2023/12/29 11:13:40:1310,,,,NULL,FA 52 02 06 01,
2023/12/29 11:13:40:2401,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:13:42:1360,,,,NULL,FA 52 01 04 01,
2023/12/29 11:13:42:2701,,,,NULL,FA 52 02 04 01,
2023/12/29 11:13:42:3821,,,,NULL,FA 52 03 04 01,
2023/12/29 11:13:43:1169,,,,NULL,FA 52 01 06 01,
2023/12/29 11:13:43:2402,,,,NULL,FA 52 02 06 01,
2023/12/29 11:13:43:3516,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:13:45:2812,,,,NULL,FA 52 01 04 01,
2023/12/29 11:13:45:4037,,,,NULL,FA 52 02 04 01,
2023/12/29 11:13:45:5268,,,,NULL,FA 52 03 04 01,
2023/12/29 11:13:46:2771,,,,NULL,FA 52 01 06 01,
2023/12/29 11:13:46:4006,,,,NULL,FA 52 02 06 01,
2023/12/29 11:13:46:5242,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:13:48:4506,,,,NULL,FA 52 01 04 01,
2023/12/29 11:13:48:5713,,,,NULL,FA 52 02 04 01,
2023/12/29 11:13:48:7032,,,,NULL,FA 52 03 04 01,
2023/12/29 11:13:49:4622,,,,NULL,FA 52 01 06 01,
2023/12/29 11:13:49:5948,,,,NULL,FA 52 02 06 01,
2023/12/29 11:13:49:7177,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:13:51:6117,,,,NULL,FA 52 01 04 01,
2023/12/29 11:13:51:7344,,,,NULL,FA 52 02 04 01,
2023/12/29 11:13:51:8553,,,,NULL,FA 52 03 04 01,
2023/12/29 11:13:52:2969,,,,NULL,FA 52 01 06 01,
2023/12/29 11:13:52:4075,,,,NULL,FA 52 02 06 01,
2023/12/29 11:13:52:5394,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:13:54:7819,,,,NULL,FA 52 01 04 01,
2023/12/29 11:13:54:8910,,,,NULL,FA 52 02 04 01,
2023/12/29 11:13:55:0111,,,,NULL,FA 52 03 04 01,
2023/12/29 11:13:55:4918,,,,NULL,FA 52 01 06 01,
2023/12/29 11:13:55:6025,,,,NULL,FA 52 02 06 01,
2023/12/29 11:13:55:7238,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:13:57:9423,,,,NULL,FA 52 01 04 01,
2023/12/29 11:13:58:0637,,,,NULL,FA 52 02 04 01,
2023/12/29 11:13:58:1749,,,,NULL,FA 52 03 04 01,
2023/12/29 11:13:58:8707,,,,NULL,FA 52 01 06 01,
2023/12/29 11:13:58:9910,,,,NULL,FA 52 02 06 01,
2023/12/29 11:13:59:1021,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:14:01:1112,,,,NULL,FA 52 01 04 01,
2023/12/29 11:14:01:2240,,,,NULL,FA 52 02 04 01,
2023/12/29 11:14:01:3465,,,,NULL,FA 52 03 04 01,
2023/12/29 11:14:02:0294,,,,NULL,FA 52 01 06 01,
2023/12/29 11:14:02:1418,,,,NULL,FA 52 02 06 01,
2023/12/29 11:14:02:2669,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:14:04:2934,,,,NULL,FA 52 01 04 01,
2023/12/29 11:14:04:4096,,,,NULL,FA 52 02 04 01,
2023/12/29 11:14:04:5334,,,,NULL,FA 52 03 04 01,
2023/12/29 11:14:05:1979,,,,NULL,FA 52 01 06 01,
2023/12/29 11:14:05:3125,,,,NULL,FA 52 02 06 01,
2023/12/29 11:14:05:4346,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:14:07:4728,,,,NULL,FA 52 01 04 01,
2023/12/29 11:14:07:5852,,,,NULL,FA 52 02 04 01,
2023/12/29 11:14:07:7090,,,,NULL,FA 52 03 04 01,
2023/12/29 11:14:08:3923,,,,NULL,FA 52 01 06 01,
2023/12/29 11:14:08:5208,,,,NULL,FA 52 02 06 01,
2023/12/29 11:14:08:6348,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:14:10:6420,,,,NULL,FA 52 01 04 01,
2023/12/29 11:14:10:7559,,,,NULL,FA 52 02 04 01,
2023/12/29 11:14:10:8778,,,,NULL,FA 52 03 04 01,
2023/12/29 11:14:11:6408,,,,NULL,FA 52 01 06 01,
2023/12/29 11:14:11:7727,,,,NULL,FA 52 02 06 01,
2023/12/29 11:14:11:8956,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:14:13:8153,,,,NULL,FA 52 01 04 01,
2023/12/29 11:14:13:9464,,,,NULL,FA 52 02 04 01,
2023/12/29 11:14:14:0693,,,,NULL,FA 52 03 04 01,
2023/12/29 11:14:14:8104,,,,NULL,FA 52 01 06 01,
2023/12/29 11:14:14:9505,,,,NULL,FA 52 02 06 01,
2023/12/29 11:14:15:0688,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:14:16:9586,,,,NULL,FA 52 01 04 01,
2023/12/29 11:14:17:0667,,,,NULL,FA 52 02 04 01,
2023/12/29 11:14:17:1870,,,,NULL,FA 52 03 04 01,
2023/12/29 11:14:18:0222,,,,NULL,FA 52 01 06 01,
2023/12/29 11:14:18:1681,,,,NULL,FA 52 02 06 01,
2023/12/29 11:14:18:2885,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:14:20:1435,,,,NULL,FA 52 01 04 01,
2023/12/29 11:14:20:2641,,,,NULL,FA 52 02 04 01,
2023/12/29 11:14:20:3872,,,,NULL,FA 52 03 04 01,
2023/12/29 11:14:21:1871,,,,NULL,FA 52 01 06 01,
2023/12/29 11:14:21:2992,,,,NULL,FA 52 02 06 01,
2023/12/29 11:14:21:4312,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:14:23:3131,,,,NULL,FA 52 01 04 01,
2023/12/29 11:14:23:4362,,,,NULL,FA 52 02 04 01,
2023/12/29 11:14:23:5671,,,,NULL,FA 52 03 04 01,
2023/12/29 11:14:24:1899,,,,NULL,FA 52 01 06 01,
2023/12/29 11:14:24:3013,,,,NULL,FA 52 02 06 01,
2023/12/29 11:14:24:4030,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:14:26:4545,,,,NULL,FA 52 01 04 01,
2023/12/29 11:14:26:5784,,,,NULL,FA 52 02 04 01,
2023/12/29 11:14:26:7011,,,,NULL,FA 52 03 04 01,
2023/12/29 11:14:27:2137,,,,NULL,FA 52 01 06 01,
2023/12/29 11:14:27:3354,,,,NULL,FA 52 02 06 01,
2023/12/29 11:14:27:4465,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:14:29:6354,,,,NULL,FA 52 01 04 01,
2023/12/29 11:14:29:7451,,,,NULL,FA 52 02 04 01,
2023/12/29 11:14:29:8540,,,,NULL,FA 52 03 04 01,
2023/12/29 11:14:30:4088,,,,NULL,FA 52 01 06 01,
2023/12/29 11:14:30:5091,,,,NULL,FA 52 02 06 01,
2023/12/29 11:14:30:6312,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:14:32:7788,,,,NULL,FA 52 01 04 01,
2023/12/29 11:14:32:8865,,,,NULL,FA 52 02 04 01,
2023/12/29 11:14:32:9948,,,,NULL,FA 52 03 04 01,
2023/12/29 11:14:33:6205,,,,NULL,FA 52 01 06 01,
2023/12/29 11:14:33:7435,,,,NULL,FA 52 02 06 01,
2023/12/29 11:14:33:8637,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:14:35:9392,,,,NULL,FA 52 01 04 01,
2023/12/29 11:14:36:0557,,,,NULL,FA 52 02 04 01,
2023/12/29 11:14:36:1788,,,,NULL,FA 52 03 04 01,
2023/12/29 11:14:36:9015,,,,NULL,FA 52 01 06 01,
2023/12/29 11:14:37:0233,,,,NULL,FA 52 02 06 01,
2023/12/29 11:14:37:1362,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:14:39:0918,,,,NULL,FA 52 01 04 01,
2023/12/29 11:14:39:2157,,,,NULL,FA 52 02 04 01,
2023/12/29 11:14:39:3292,,,,NULL,FA 52 03 04 01,
2023/12/29 11:14:39:9961,,,,NULL,FA 52 01 06 01,
2023/12/29 11:14:40:1080,,,,NULL,FA 52 02 06 01,
2023/12/29 11:14:40:2285,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:14:42:2711,,,,NULL,FA 52 01 04 01,
2023/12/29 11:14:42:3832,,,,NULL,FA 52 02 04 01,
2023/12/29 11:14:42:5256,,,,NULL,FA 52 03 04 01,
2023/12/29 11:14:43:2292,,,,NULL,FA 52 01 06 01,
2023/12/29 11:14:43:3491,,,,NULL,FA 52 02 06 01,
2023/12/29 11:14:43:4613,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:14:45:4142,,,,NULL,FA 52 01 04 01,
2023/12/29 11:14:45:5364,,,,NULL,FA 52 02 04 01,
2023/12/29 11:14:45:6697,,,,NULL,FA 52 03 04 01,
2023/12/29 11:14:46:4107,,,,NULL,FA 52 01 06 01,
2023/12/29 11:14:46:5435,,,,NULL,FA 52 02 06 01,
2023/12/29 11:14:46:6553,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:14:48:5694,,,,NULL,FA 52 01 04 01,
2023/12/29 11:14:48:7070,,,,NULL,FA 52 02 04 01,
2023/12/29 11:14:48:8308,,,,NULL,FA 52 03 04 01,
2023/12/29 11:14:49:6300,,,,NULL,FA 52 01 06 01,
2023/12/29 11:14:49:7519,,,,NULL,FA 52 02 06 01,
2023/12/29 11:14:49:9378,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:14:51:8039,,,,NULL,FA 52 01 04 01,
2023/12/29 11:14:51:9468,,,,NULL,FA 52 02 04 01,
2023/12/29 11:14:52:0582,,,,NULL,FA 52 03 04 01,
2023/12/29 11:14:52:8097,,,,NULL,FA 52 01 06 01,
2023/12/29 11:14:52:9546,,,,NULL,FA 52 02 06 01,
2023/12/29 11:14:53:0889,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:14:54:9732,,,,NULL,FA 52 01 04 01,
2023/12/29 11:14:55:1071,,,,NULL,FA 52 02 04 01,
2023/12/29 11:14:55:2301,,,,NULL,FA 52 03 04 01,
2023/12/29 11:14:56:0394,,,,NULL,FA 52 01 06 01,
2023/12/29 11:14:56:1737,,,,NULL,FA 52 02 06 01,
2023/12/29 11:14:56:2759,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:14:58:1055,,,,NULL,FA 52 01 04 01,
2023/12/29 11:14:58:2059,,,,NULL,FA 52 02 04 01,
2023/12/29 11:14:58:3154,,,,NULL,FA 52 03 04 01,
2023/12/29 11:14:58:8884,,,,NULL,FA 52 01 06 01,
2023/12/29 11:14:59:0081,,,,NULL,FA 52 02 06 01,
2023/12/29 11:14:59:1325,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:15:01:3923,,,,NULL,FA 52 01 04 01,
2023/12/29 11:15:01:5046,,,,NULL,FA 52 02 04 01,
2023/12/29 11:15:01:6166,,,,NULL,FA 52 03 04 01,
2023/12/29 11:15:02:2109,,,,NULL,FA 52 01 06 01,
2023/12/29 11:15:02:3201,,,,NULL,FA 52 02 06 01,
2023/12/29 11:15:02:4527,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:15:04:5715,,,,NULL,FA 52 01 04 01,
2023/12/29 11:15:04:6723,,,,NULL,FA 52 02 04 01,
2023/12/29 11:15:04:7956,,,,NULL,FA 52 03 04 01,
2023/12/29 11:15:05:3891,,,,NULL,FA 52 01 06 01,
2023/12/29 11:15:05:4905,,,,NULL,FA 52 02 06 01,
2023/12/29 11:15:05:6012,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:15:07:7205,,,,NULL,FA 52 01 04 01,
2023/12/29 11:15:07:8516,,,,NULL,FA 52 02 04 01,
2023/12/29 11:15:07:9632,,,,NULL,FA 52 03 04 01,
2023/12/29 11:15:08:6509,,,,NULL,FA 52 01 06 01,
2023/12/29 11:15:08:7725,,,,NULL,FA 52 02 06 01,
2023/12/29 11:15:08:8948,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:15:10:8908,,,,NULL,FA 52 01 04 01,
2023/12/29 11:15:11:0137,,,,NULL,FA 52 02 04 01,
2023/12/29 11:15:11:1240,,,,NULL,FA 52 03 04 01,
2023/12/29 11:15:11:8206,,,,NULL,FA 52 01 06 01,
2023/12/29 11:15:11:9350,,,,NULL,FA 52 02 06 01,
2023/12/29 11:15:12:0554,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:15:14:0336,,,,NULL,FA 52 01 04 01,
2023/12/29 11:15:14:1586,,,,NULL,FA 52 02 04 01,
2023/12/29 11:15:14:2809,,,,NULL,FA 52 03 04 01,
2023/12/29 11:15:15:0348,,,,NULL,FA 52 01 06 01,
2023/12/29 11:15:15:1608,,,,NULL,FA 52 02 06 01,
2023/12/29 11:15:15:2700,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:15:17:1898,,,,NULL,FA 52 01 04 01,
2023/12/29 11:15:17:3127,,,,NULL,FA 52 02 04 01,
2023/12/29 11:15:17:4243,,,,NULL,FA 52 03 04 01,
2023/12/29 11:15:18:1623,,,,NULL,FA 52 01 06 01,
2023/12/29 11:15:18:2842,,,,NULL,FA 52 02 06 01,
2023/12/29 11:15:18:4081,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:15:20:3497,,,,NULL,FA 52 01 04 01,
2023/12/29 11:15:20:4831,,,,NULL,FA 52 02 04 01,
2023/12/29 11:15:20:5972,,,,NULL,FA 52 03 04 01,
2023/12/29 11:15:21:3476,,,,NULL,FA 52 01 06 01,
2023/12/29 11:15:21:4577,,,,NULL,FA 52 02 06 01,
2023/12/29 11:15:21:5909,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:15:23:5219,,,,NULL,FA 52 01 04 01,
2023/12/29 11:15:23:6544,,,,NULL,FA 52 02 04 01,
2023/12/29 11:15:23:7876,,,,NULL,FA 52 03 04 01,
2023/12/29 11:15:24:6198,,,,NULL,FA 52 01 06 01,
2023/12/29 11:15:24:7541,,,,NULL,FA 52 02 06 01,
2023/12/29 11:15:24:8759,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:15:26:6950,,,,NULL,FA 52 01 04 01,
2023/12/29 11:15:26:8195,,,,NULL,FA 52 02 04 01,
2023/12/29 11:15:26:9415,,,,NULL,FA 52 03 04 01,
2023/12/29 11:15:27:7992,,,,NULL,FA 52 01 06 01,
2023/12/29 11:15:27:9438,,,,NULL,FA 52 02 06 01,
2023/12/29 11:15:28:0879,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:15:29:9286,,,,NULL,FA 52 01 04 01,
2023/12/29 11:15:30:0683,,,,NULL,FA 52 02 04 01,
2023/12/29 11:15:30:2016,,,,NULL,FA 52 03 04 01,
2023/12/29 11:15:30:8244,,,,NULL,FA 52 01 06 01,
2023/12/29 11:15:30:9523,,,,NULL,FA 52 02 06 01,
2023/12/29 11:15:31:0771,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:15:33:0659,,,,NULL,FA 52 01 04 01,
2023/12/29 11:15:33:1648,,,,NULL,FA 52 02 04 01,
2023/12/29 11:15:33:2782,,,,NULL,FA 52 03 04 01,
2023/12/29 11:15:33:8693,,,,NULL,FA 52 01 06 01,
2023/12/29 11:15:33:9928,,,,NULL,FA 52 02 06 01,
2023/12/29 11:15:34:0934,0,A-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:15:36:2261,,,,NULL,FA 52 01 04 01,
2023/12/29 11:15:36:3573,,,,NULL,FA 52 02 04 01,
2023/12/29 11:15:36:4675,,,,NULL,FA 52 03 04 01,
2023/12/29 11:15:37:1428,,,,NULL,FA 52 01 06 01,
2023/12/29 11:15:37:2534,,,,NULL,FA 52 02 06 01,
