*Time,*Loop,*Phase,*Blockloop,*PowerMode,*Send_CMD,*Receive_CMD
2023/12/29 11:22:46:4148,,,,NULL,FA 52 01 04 01,
2023/12/29 11:22:46:5459,,,,NULL,FA 52 02 04 01,
2023/12/29 11:22:46:6714,,,,NULL,FA 52 03 04 01,
2023/12/29 11:22:47:3966,,,,NULL,FA 52 01 06 01,
2023/12/29 11:22:47:5157,,,,NULL,FA 52 02 06 01,
2023/12/29 11:22:47:6265,0,A-1,1,NULL,FA 52 03 06 01,
2023/12/29 11:22:49:5724,,,,NULL,FA 52 01 04 01,
2023/12/29 11:22:49:6872,,,,NULL,FA 52 02 04 01,
2023/12/29 11:22:49:8327,,,,NULL,FA 52 03 04 01,
2023/12/29 11:22:50:6260,,,,NULL,FA 52 01 06 01,
2023/12/29 11:22:50:7515,,,,NULL,FA 52 02 06 01,
2023/12/29 11:22:50:8744,0,A-1,1,NULL,FA 52 03 06 01,
2023/12/29 11:22:52:7410,,,,NULL,FA 52 01 04 01,
2023/12/29 11:22:52:8656,,,,NULL,FA 52 02 04 01,
2023/12/29 11:22:53:0004,,,,NULL,FA 52 03 04 01,
2023/12/29 11:22:53:8104,,,,NULL,FA 52 01 06 01,
2023/12/29 11:22:53:9238,,,,NULL,FA 52 02 06 01,
2023/12/29 11:22:54:0598,0,A-1,1,NULL,FA 52 03 06 01,
2023/12/29 11:22:55:9266,,,,NULL,FA 52 01 04 01,
2023/12/29 11:22:56:0528,,,,NULL,FA 52 02 04 01,
2023/12/29 11:22:56:1769,,,,NULL,FA 52 03 04 01,
2023/12/29 11:22:56:9350,,,,NULL,FA 52 01 06 01,
2023/12/29 11:22:57:0811,,,,NULL,FA 52 02 06 01,
2023/12/29 11:22:57:2056,0,A-1,1,NULL,FA 52 03 06 01,
2023/12/29 11:22:59:1077,,,,NULL,FA 52 01 04 01,
2023/12/29 11:22:59:2562,,,,NULL,FA 52 02 04 01,
2023/12/29 11:22:59:3800,,,,NULL,FA 52 03 04 01,
2023/12/29 11:23:00:1862,,,,NULL,FA 52 01 06 01,
2023/12/29 11:23:00:3131,,,,NULL,FA 52 02 06 01,
2023/12/29 11:23:00:4377,0,A-1,1,NULL,FA 52 03 06 01,
2023/12/29 11:23:02:2392,,,,NULL,FA 52 01 04 01,
2023/12/29 11:23:02:3394,,,,NULL,FA 52 02 04 01,
2023/12/29 11:23:02:4507,,,,NULL,FA 52 03 04 01,
2023/12/29 11:23:03:0453,,,,NULL,FA 52 01 06 01,
2023/12/29 11:23:03:1541,,,,NULL,FA 52 02 06 01,
2023/12/29 11:23:03:2662,0,A-1,1,NULL,FA 52 03 06 01,
2023/12/29 11:23:05:3696,,,,NULL,FA 52 01 04 01,
2023/12/29 11:23:05:4823,,,,NULL,FA 52 02 04 01,
2023/12/29 11:23:05:5944,,,,NULL,FA 52 03 04 01,
2023/12/29 11:23:06:1947,,,,NULL,FA 52 01 06 01,
2023/12/29 11:23:06:3275,,,,NULL,FA 52 02 06 01,
2023/12/29 11:23:06:4405,0,A-1,1,NULL,FA 52 03 06 01,
2023/12/29 11:23:08:5235,,,,NULL,FA 52 01 04 01,
2023/12/29 11:23:08:6384,,,,NULL,FA 52 02 04 01,
2023/12/29 11:23:08:7617,,,,NULL,FA 52 03 04 01,
2023/12/29 11:23:09:4232,,,,NULL,FA 52 01 06 01,
2023/12/29 11:23:09:5360,,,,NULL,FA 52 02 06 01,
2023/12/29 11:23:09:6606,0,A-1,1,NULL,FA 52 03 06 01,
2023/12/29 11:24:14:8830,,,,NULL,FA 52 03 04 01,
2023/12/29 11:24:15:6876,,,,NULL,FA 52 01 06 01,
2023/12/29 11:24:15:8013,,,,NULL,FA 52 02 06 01,
2023/12/29 11:24:15:9364,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:24:18:0289,,,,NULL,FA 52 01 04 01,
2023/12/29 11:24:18:1636,,,,NULL,FA 52 02 04 01,
2023/12/29 11:24:18:2955,,,,NULL,FA 52 03 04 01,
2023/12/29 11:24:19:0820,,,,NULL,FA 52 01 06 01,
2023/12/29 11:24:19:2139,,,,NULL,FA 52 02 06 01,
2023/12/29 11:24:19:3358,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:24:21:1868,,,,NULL,FA 52 01 04 01,
2023/12/29 11:24:21:3292,,,,NULL,FA 52 02 04 01,
2023/12/29 11:24:21:4498,,,,NULL,FA 52 03 04 01,
2023/12/29 11:24:22:2902,,,,NULL,FA 52 01 06 01,
2023/12/29 11:24:22:4202,,,,NULL,FA 52 02 06 01,
2023/12/29 11:24:22:5606,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:24:24:3790,,,,NULL,FA 52 01 04 01,
2023/12/29 11:24:24:5132,,,,NULL,FA 52 02 04 01,
2023/12/29 11:24:24:6247,,,,NULL,FA 52 03 04 01,
2023/12/29 11:24:25:4644,,,,NULL,FA 52 01 06 01,
2023/12/29 11:24:25:6007,,,,NULL,FA 52 02 06 01,
2023/12/29 11:24:25:7177,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:24:27:5401,,,,NULL,FA 52 01 04 01,
2023/12/29 11:24:27:6653,,,,NULL,FA 52 02 04 01,
2023/12/29 11:24:27:7999,,,,NULL,FA 52 03 04 01,
2023/12/29 11:24:28:7126,,,,NULL,FA 52 01 06 01,
2023/12/29 11:24:28:8145,,,,NULL,FA 52 02 06 01,
2023/12/29 11:24:28:9381,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:24:30:6892,,,,NULL,FA 52 01 04 01,
2023/12/29 11:24:30:7917,,,,NULL,FA 52 02 04 01,
2023/12/29 11:24:30:9004,,,,NULL,FA 52 03 04 01,
2023/12/29 11:24:31:5298,,,,NULL,FA 52 01 06 01,
2023/12/29 11:24:31:6318,,,,NULL,FA 52 02 06 01,
2023/12/29 11:24:31:7556,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:24:33:8524,,,,NULL,FA 52 01 04 01,
2023/12/29 11:24:33:9720,,,,NULL,FA 52 02 04 01,
2023/12/29 11:24:34:1036,,,,NULL,FA 52 03 04 01,
2023/12/29 11:24:34:7809,,,,NULL,FA 52 01 06 01,
2023/12/29 11:24:34:9032,,,,NULL,FA 52 02 06 01,
2023/12/29 11:24:35:0354,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:24:37:0221,,,,NULL,FA 52 01 04 01,
2023/12/29 11:24:37:1340,,,,NULL,FA 52 02 04 01,
2023/12/29 11:24:37:2675,,,,NULL,FA 52 03 04 01,
2023/12/29 11:24:37:9739,,,,NULL,FA 52 01 06 01,
2023/12/29 11:24:38:1109,,,,NULL,FA 52 02 06 01,
2023/12/29 11:24:38:2352,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:24:40:1901,,,,NULL,FA 52 01 04 01,
2023/12/29 11:24:40:3021,,,,NULL,FA 52 02 04 01,
2023/12/29 11:24:40:4258,,,,NULL,FA 52 03 04 01,
2023/12/29 11:24:41:1265,,,,NULL,FA 52 01 06 01,
2023/12/29 11:24:41:2350,,,,NULL,FA 52 02 06 01,
2023/12/29 11:24:41:3676,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:24:43:3937,,,,NULL,FA 52 01 04 01,
2023/12/29 11:24:43:5066,,,,NULL,FA 52 02 04 01,
2023/12/29 11:24:43:6193,,,,NULL,FA 52 03 04 01,
2023/12/29 11:24:44:3218,,,,NULL,FA 52 01 06 01,
2023/12/29 11:24:44:4495,,,,NULL,FA 52 02 06 01,
2023/12/29 11:24:44:5642,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:24:46:5501,,,,NULL,FA 52 01 04 01,
2023/12/29 11:24:46:6755,,,,NULL,FA 52 02 04 01,
2023/12/29 11:24:46:7900,,,,NULL,FA 52 03 04 01,
2023/12/29 11:24:47:5282,,,,NULL,FA 52 01 06 01,
2023/12/29 11:24:47:6415,,,,NULL,FA 52 02 06 01,
2023/12/29 11:24:47:7649,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:24:49:6975,,,,NULL,FA 52 01 04 01,
2023/12/29 11:24:49:8330,,,,NULL,FA 52 02 04 01,
2023/12/29 11:24:49:9499,,,,NULL,FA 52 03 04 01,
2023/12/29 11:24:50:7571,,,,NULL,FA 52 01 06 01,
2023/12/29 11:24:50:8815,,,,NULL,FA 52 02 06 01,
2023/12/29 11:24:50:9942,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:24:52:8787,,,,NULL,FA 52 01 04 01,
2023/12/29 11:24:52:9989,,,,NULL,FA 52 02 04 01,
2023/12/29 11:24:53:1442,,,,NULL,FA 52 03 04 01,
2023/12/29 11:24:53:9023,,,,NULL,FA 52 01 06 01,
2023/12/29 11:24:54:0314,,,,NULL,FA 52 02 06 01,
2023/12/29 11:24:54:1507,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:24:56:0484,,,,NULL,FA 52 01 04 01,
2023/12/29 11:24:56:1809,,,,NULL,FA 52 02 04 01,
2023/12/29 11:24:56:2915,,,,NULL,FA 52 03 04 01,
2023/12/29 11:24:57:1217,,,,NULL,FA 52 01 06 01,
2023/12/29 11:24:57:2540,,,,NULL,FA 52 02 06 01,
2023/12/29 11:24:57:3859,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:24:59:2515,,,,NULL,FA 52 01 04 01,
2023/12/29 11:24:59:3832,,,,NULL,FA 52 02 04 01,
2023/12/29 11:24:59:5169,,,,NULL,FA 52 03 04 01,
2023/12/29 11:25:00:3525,,,,NULL,FA 52 01 06 01,
2023/12/29 11:25:00:5008,,,,NULL,FA 52 02 06 01,
2023/12/29 11:25:00:6358,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:25:02:4250,,,,NULL,FA 52 01 04 01,
2023/12/29 11:25:02:5487,,,,NULL,FA 52 02 04 01,
2023/12/29 11:25:02:6833,,,,NULL,FA 52 03 04 01,
2023/12/29 11:25:03:3847,,,,NULL,FA 52 01 06 01,
2023/12/29 11:25:03:5090,,,,NULL,FA 52 02 06 01,
2023/12/29 11:25:03:6217,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:25:05:5721,,,,NULL,FA 52 01 04 01,
2023/12/29 11:25:05:6737,,,,NULL,FA 52 02 04 01,
2023/12/29 11:25:05:7975,,,,NULL,FA 52 03 04 01,
2023/12/29 11:25:06:4210,,,,NULL,FA 52 01 06 01,
2023/12/29 11:25:06:5311,,,,NULL,FA 52 02 06 01,
2023/12/29 11:25:06:6459,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:25:08:7439,,,,NULL,FA 52 01 04 01,
2023/12/29 11:25:08:8665,,,,NULL,FA 52 02 04 01,
2023/12/29 11:25:08:9902,,,,NULL,FA 52 03 04 01,
2023/12/29 11:25:09:6623,,,,NULL,FA 52 01 06 01,
2023/12/29 11:25:09:7763,,,,NULL,FA 52 02 06 01,
2023/12/29 11:25:09:9001,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:25:11:9058,,,,NULL,FA 52 01 04 01,
2023/12/29 11:25:12:0266,,,,NULL,FA 52 02 04 01,
2023/12/29 11:25:12:1412,,,,NULL,FA 52 03 04 01,
2023/12/29 11:25:12:8340,,,,NULL,FA 52 01 06 01,
2023/12/29 11:25:12:9464,,,,NULL,FA 52 02 06 01,
2023/12/29 11:25:13:0671,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:25:15:0858,,,,NULL,FA 52 01 04 01,
2023/12/29 11:25:15:1984,,,,NULL,FA 52 02 04 01,
2023/12/29 11:25:15:3339,,,,NULL,FA 52 03 04 01,
2023/12/29 11:25:16:0266,,,,NULL,FA 52 01 06 01,
2023/12/29 11:25:16:1394,,,,NULL,FA 52 02 06 01,
2023/12/29 11:25:16:2536,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:25:18:2327,,,,NULL,FA 52 01 04 01,
2023/12/29 11:25:18:3464,,,,NULL,FA 52 02 04 01,
2023/12/29 11:25:18:4713,,,,NULL,FA 52 03 04 01,
2023/12/29 11:25:19:2176,,,,NULL,FA 52 01 06 01,
2023/12/29 11:25:19:3314,,,,NULL,FA 52 02 06 01,
2023/12/29 11:25:19:4542,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:25:21:3857,,,,NULL,FA 52 01 04 01,
2023/12/29 11:25:21:5019,,,,NULL,FA 52 02 04 01,
2023/12/29 11:25:21:6146,,,,NULL,FA 52 03 04 01,
2023/12/29 11:25:22:3611,,,,NULL,FA 52 01 06 01,
2023/12/29 11:25:22:4961,,,,NULL,FA 52 02 06 01,
2023/12/29 11:25:22:6204,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:25:24:6120,,,,NULL,FA 52 01 04 01,
2023/12/29 11:25:24:7482,,,,NULL,FA 52 02 04 01,
2023/12/29 11:25:24:8666,,,,NULL,FA 52 03 04 01,
2023/12/29 11:25:25:6800,,,,NULL,FA 52 01 06 01,
2023/12/29 11:25:25:8237,,,,NULL,FA 52 02 06 01,
2023/12/29 11:25:25:9464,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:25:27:7894,,,,NULL,FA 52 01 04 01,
2023/12/29 11:25:27:9286,,,,NULL,FA 52 02 04 01,
2023/12/29 11:25:28:0525,,,,NULL,FA 52 03 04 01,
2023/12/29 11:25:28:8593,,,,NULL,FA 52 01 06 01,
2023/12/29 11:25:28:9745,,,,NULL,FA 52 02 06 01,
2023/12/29 11:25:29:1039,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:25:30:9233,,,,NULL,FA 52 01 04 01,
2023/12/29 11:25:31:0444,,,,NULL,FA 52 02 04 01,
2023/12/29 11:25:31:1659,,,,NULL,FA 52 03 04 01,
2023/12/29 11:25:32:1056,,,,NULL,FA 52 01 06 01,
2023/12/29 11:25:32:2269,,,,NULL,FA 52 02 06 01,
2023/12/29 11:25:32:3681,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:25:34:1171,,,,NULL,FA 52 01 04 01,
2023/12/29 11:25:34:2522,,,,NULL,FA 52 02 04 01,
2023/12/29 11:25:34:3759,,,,NULL,FA 52 03 04 01,
2023/12/29 11:25:35:1607,,,,NULL,FA 52 01 06 01,
2023/12/29 11:25:35:2844,,,,NULL,FA 52 02 06 01,
2023/12/29 11:25:35:4081,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:25:37:2731,,,,NULL,FA 52 01 04 01,
2023/12/29 11:25:37:3854,,,,NULL,FA 52 02 04 01,
2023/12/29 11:25:37:4992,,,,NULL,FA 52 03 04 01,
2023/12/29 11:25:38:1236,,,,NULL,FA 52 01 06 01,
2023/12/29 11:25:38:2360,,,,NULL,FA 52 02 06 01,
2023/12/29 11:25:38:3493,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:25:40:4475,,,,NULL,FA 52 01 04 01,
2023/12/29 11:25:40:5713,,,,NULL,FA 52 02 04 01,
2023/12/29 11:25:40:6949,,,,NULL,FA 52 03 04 01,
2023/12/29 11:25:41:3512,,,,NULL,FA 52 01 06 01,
2023/12/29 11:25:41:4640,,,,NULL,FA 52 02 06 01,
2023/12/29 11:25:41:5761,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:25:43:6030,,,,NULL,FA 52 01 04 01,
2023/12/29 11:25:43:7258,,,,NULL,FA 52 02 04 01,
2023/12/29 11:25:43:8388,,,,NULL,FA 52 03 04 01,
2023/12/29 11:25:44:5051,,,,NULL,FA 52 01 06 01,
2023/12/29 11:25:44:6296,,,,NULL,FA 52 02 06 01,
2023/12/29 11:25:44:7392,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:25:46:7762,,,,NULL,FA 52 01 04 01,
2023/12/29 11:25:46:8856,,,,NULL,FA 52 02 04 01,
2023/12/29 11:25:46:9949,,,,NULL,FA 52 03 04 01,
2023/12/29 11:25:47:7315,,,,NULL,FA 52 01 06 01,
2023/12/29 11:25:47:8635,,,,NULL,FA 52 02 06 01,
2023/12/29 11:25:48:0198,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:25:50:0198,,,,NULL,FA 52 01 04 01,
2023/12/29 11:25:50:1404,,,,NULL,FA 52 02 04 01,
2023/12/29 11:25:50:2590,,,,NULL,FA 52 03 04 01,
2023/12/29 11:25:50:9791,,,,NULL,FA 52 01 06 01,
2023/12/29 11:25:51:1001,,,,NULL,FA 52 02 06 01,
2023/12/29 11:25:51:2312,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:25:53:1994,,,,NULL,FA 52 01 04 01,
2023/12/29 11:25:53:3238,,,,NULL,FA 52 02 04 01,
2023/12/29 11:25:53:4378,,,,NULL,FA 52 03 04 01,
2023/12/29 11:25:54:2315,,,,NULL,FA 52 01 06 01,
2023/12/29 11:25:54:3572,,,,NULL,FA 52 02 06 01,
2023/12/29 11:25:54:4986,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:25:56:4025,,,,NULL,FA 52 01 04 01,
2023/12/29 11:25:56:5529,,,,NULL,FA 52 02 04 01,
2023/12/29 11:25:56:6922,,,,NULL,FA 52 03 04 01,
2023/12/29 11:25:57:7005,,,,NULL,FA 52 01 06 01,
2023/12/29 11:25:57:8299,,,,NULL,FA 52 02 06 01,
2023/12/29 11:25:58:0542,,,,NULL,FA 52 03 06 01,
2023/12/29 11:25:59:6323,,,,NULL,FA 52 01 04 01,
2023/12/29 11:25:59:7594,,,,NULL,FA 52 02 04 01,
2023/12/29 11:25:59:8883,,,,NULL,FA 52 03 04 01,
2023/12/29 11:26:00:8307,,,,NULL,FA 52 01 06 01,
2023/12/29 11:26:00:9486,,,,NULL,FA 52 02 06 01,
2023/12/29 11:26:01:0967,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:26:02:8232,,,,NULL,FA 52 01 04 01,
2023/12/29 11:26:02:9468,,,,NULL,FA 52 02 04 01,
2023/12/29 11:26:03:0712,,,,NULL,FA 52 03 04 01,
2023/12/29 11:26:03:9067,,,,NULL,FA 52 01 06 01,
2023/12/29 11:26:04:0319,,,,NULL,FA 52 02 06 01,
2023/12/29 11:26:04:1677,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:26:06:0131,,,,NULL,FA 52 01 04 01,
2023/12/29 11:26:06:1366,,,,NULL,FA 52 02 04 01,
2023/12/29 11:26:06:2841,,,,NULL,FA 52 03 04 01,
2023/12/29 11:26:07:1117,,,,NULL,FA 52 01 06 01,
2023/12/29 11:26:07:2387,,,,NULL,FA 52 02 06 01,
2023/12/29 11:26:07:3751,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:26:09:2106,,,,NULL,FA 52 01 04 01,
2023/12/29 11:26:09:3351,,,,NULL,FA 52 02 04 01,
2023/12/29 11:26:09:4682,,,,NULL,FA 52 03 04 01,
2023/12/29 11:26:10:1880,,,,NULL,FA 52 01 06 01,
2023/12/29 11:26:10:3225,,,,NULL,FA 52 02 06 01,
2023/12/29 11:26:10:4389,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:26:12:3676,,,,NULL,FA 52 01 04 01,
2023/12/29 11:26:12:4787,,,,NULL,FA 52 02 04 01,
2023/12/29 11:26:12:6001,,,,NULL,FA 52 03 04 01,
2023/12/29 11:26:13:3081,,,,NULL,FA 52 01 06 01,
2023/12/29 11:26:13:4302,,,,NULL,FA 52 02 06 01,
2023/12/29 11:26:13:5627,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:26:15:5475,,,,NULL,FA 52 01 04 01,
2023/12/29 11:26:15:6738,,,,NULL,FA 52 02 04 01,
2023/12/29 11:26:15:8139,,,,NULL,FA 52 03 04 01,
2023/12/29 11:26:16:5709,,,,NULL,FA 52 01 06 01,
2023/12/29 11:26:16:6961,,,,NULL,FA 52 02 06 01,
2023/12/29 11:26:16:8100,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:26:18:6976,,,,NULL,FA 52 01 04 01,
2023/12/29 11:26:18:8233,,,,NULL,FA 52 02 04 01,
2023/12/29 11:26:18:9253,,,,NULL,FA 52 03 04 01,
2023/12/29 11:26:19:6929,,,,NULL,FA 52 01 06 01,
2023/12/29 11:26:19:8065,,,,NULL,FA 52 02 06 01,
2023/12/29 11:26:19:9223,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:26:21:8444,,,,NULL,FA 52 01 04 01,
2023/12/29 11:26:21:9694,,,,NULL,FA 52 02 04 01,
2023/12/29 11:26:22:0861,,,,NULL,FA 52 03 04 01,
2023/12/29 11:26:22:8340,,,,NULL,FA 52 01 06 01,
2023/12/29 11:26:22:9585,,,,NULL,FA 52 02 06 01,
2023/12/29 11:26:23:0741,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:26:25:0095,,,,NULL,FA 52 01 04 01,
2023/12/29 11:26:25:1371,,,,NULL,FA 52 02 04 01,
2023/12/29 11:26:25:2727,,,,NULL,FA 52 03 04 01,
2023/12/29 11:26:26:0125,,,,NULL,FA 52 01 06 01,
2023/12/29 11:26:26:1339,,,,NULL,FA 52 02 06 01,
2023/12/29 11:26:26:2569,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:26:28:1664,,,,NULL,FA 52 01 04 01,
2023/12/29 11:26:28:2868,,,,NULL,FA 52 02 04 01,
2023/12/29 11:26:28:4158,,,,NULL,FA 52 03 04 01,
2023/12/29 11:26:29:2273,,,,NULL,FA 52 01 06 01,
2023/12/29 11:26:29:3576,,,,NULL,FA 52 02 06 01,
2023/12/29 11:26:29:4806,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:26:31:3552,,,,NULL,FA 52 01 04 01,
2023/12/29 11:26:31:4779,,,,NULL,FA 52 02 04 01,
2023/12/29 11:26:31:6196,,,,NULL,FA 52 03 04 01,
2023/12/29 11:26:32:4153,,,,NULL,FA 52 01 06 01,
2023/12/29 11:26:32:5445,,,,NULL,FA 52 02 06 01,
2023/12/29 11:26:32:6658,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:26:34:5173,,,,NULL,FA 52 01 04 01,
2023/12/29 11:26:34:6532,,,,NULL,FA 52 02 04 01,
2023/12/29 11:26:34:7774,,,,NULL,FA 52 03 04 01,
2023/12/29 11:26:35:6512,,,,NULL,FA 52 01 06 01,
2023/12/29 11:26:35:7874,,,,NULL,FA 52 02 06 01,
2023/12/29 11:26:35:9236,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:26:37:7043,,,,NULL,FA 52 01 04 01,
2023/12/29 11:26:37:8209,,,,NULL,FA 52 02 04 01,
2023/12/29 11:26:37:9450,,,,NULL,FA 52 03 04 01,
2023/12/29 11:26:38:8031,,,,NULL,FA 52 01 06 01,
2023/12/29 11:26:38:9388,,,,NULL,FA 52 02 06 01,
2023/12/29 11:26:39:0789,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:26:40:8933,,,,NULL,FA 52 01 04 01,
2023/12/29 11:26:41:0085,,,,NULL,FA 52 02 04 01,
2023/12/29 11:26:41:1457,,,,NULL,FA 52 03 04 01,
2023/12/29 11:26:41:9429,,,,NULL,FA 52 01 06 01,
2023/12/29 11:26:42:0688,,,,NULL,FA 52 02 06 01,
2023/12/29 11:26:42:1823,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:26:44:0401,,,,NULL,FA 52 01 04 01,
2023/12/29 11:26:44:1638,,,,NULL,FA 52 02 04 01,
2023/12/29 11:26:44:2786,,,,NULL,FA 52 03 04 01,
2023/12/29 11:26:44:9627,,,,NULL,FA 52 01 06 01,
2023/12/29 11:26:45:0862,,,,NULL,FA 52 02 06 01,
2023/12/29 11:26:45:1961,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:26:47:1913,,,,NULL,FA 52 01 04 01,
2023/12/29 11:26:47:3154,,,,NULL,FA 52 02 04 01,
2023/12/29 11:26:47:4281,,,,NULL,FA 52 03 04 01,
2023/12/29 11:26:48:1071,,,,NULL,FA 52 01 06 01,
2023/12/29 11:26:48:2218,,,,NULL,FA 52 02 06 01,
2023/12/29 11:26:48:3461,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:26:50:3988,,,,NULL,FA 52 01 04 01,
2023/12/29 11:26:50:5005,,,,NULL,FA 52 02 04 01,
2023/12/29 11:26:50:6234,,,,NULL,FA 52 03 04 01,
2023/12/29 11:26:51:3083,,,,NULL,FA 52 01 06 01,
2023/12/29 11:26:51:4299,,,,NULL,FA 52 02 06 01,
2023/12/29 11:26:51:5411,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:26:53:5381,,,,NULL,FA 52 01 04 01,
2023/12/29 11:26:53:6627,,,,NULL,FA 52 02 04 01,
2023/12/29 11:26:53:7863,,,,NULL,FA 52 03 04 01,
2023/12/29 11:26:54:5487,,,,NULL,FA 52 01 06 01,
2023/12/29 11:26:54:6703,,,,NULL,FA 52 02 06 01,
2023/12/29 11:26:54:7923,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:26:56:6897,,,,NULL,FA 52 01 04 01,
2023/12/29 11:26:56:8167,,,,NULL,FA 52 02 04 01,
2023/12/29 11:26:56:9309,,,,NULL,FA 52 03 04 01,
2023/12/29 11:26:57:6850,,,,NULL,FA 52 01 06 01,
2023/12/29 11:26:57:8197,,,,NULL,FA 52 02 06 01,
2023/12/29 11:26:57:9442,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:26:59:8451,,,,NULL,FA 52 01 04 01,
2023/12/29 11:26:59:9712,,,,NULL,FA 52 02 04 01,
2023/12/29 11:27:00:0908,,,,NULL,FA 52 03 04 01,
2023/12/29 11:27:00:8497,,,,NULL,FA 52 01 06 01,
2023/12/29 11:27:00:9761,,,,NULL,FA 52 02 06 01,
2023/12/29 11:27:01:1107,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:27:03:0429,,,,NULL,FA 52 01 04 01,
2023/12/29 11:27:03:1566,,,,NULL,FA 52 02 04 01,
2023/12/29 11:27:03:2807,,,,NULL,FA 52 03 04 01,
2023/12/29 11:27:04:1079,,,,NULL,FA 52 01 06 01,
2023/12/29 11:27:04:2429,,,,NULL,FA 52 02 06 01,
2023/12/29 11:27:04:3792,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:27:06:3085,,,,NULL,FA 52 01 04 01,
2023/12/29 11:27:06:4528,,,,NULL,FA 52 02 04 01,
2023/12/29 11:27:06:5823,,,,NULL,FA 52 03 04 01,
2023/12/29 11:27:07:3828,,,,NULL,FA 52 01 06 01,
2023/12/29 11:27:07:5053,,,,NULL,FA 52 02 06 01,
2023/12/29 11:27:07:6358,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:27:09:4245,,,,NULL,FA 52 01 04 01,
2023/12/29 11:27:09:5561,,,,NULL,FA 52 02 04 01,
2023/12/29 11:27:09:6772,,,,NULL,FA 52 03 04 01,
2023/12/29 11:27:10:5369,,,,NULL,FA 52 01 06 01,
2023/12/29 11:27:10:6716,,,,NULL,FA 52 02 06 01,
2023/12/29 11:27:10:8062,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:27:12:5935,,,,NULL,FA 52 01 04 01,
2023/12/29 11:27:12:7128,,,,NULL,FA 52 02 04 01,
2023/12/29 11:27:12:8532,,,,NULL,FA 52 03 04 01,
2023/12/29 11:27:13:7603,,,,NULL,FA 52 01 06 01,
2023/12/29 11:27:13:8806,,,,NULL,FA 52 02 06 01,
2023/12/29 11:27:14:0111,0,B-1,0,NULL,FA 52 03 06 01,
2023/12/29 11:27:15:7724,,,,NULL,FA 52 01 04 01,
